Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     6243        3081        3162        9405        8387        341         4456        8470        3162        3081        1                   2608/527            
A     5664        2288        3376        9040        5676        121         8864        3400        3376        2288        1                   919/211             
A     6421        1447        4974        8079        3633        6496        8864        5833        1658        1447        1                   7250/2487           
A     1781        281         1500        2156        4112        3520        8864        1069        375         281         1                   3937/1500           
A     3494        62          3432        5210        6530        2794        5023        2723        1716        62          1                   1088/429            
A     7721        329         7392        9569        5163        2552        7124        3500        1848        329         1                   1235/528            
A     2146        395         1751        3897        5073        9231        9092        951         1751        395         1                   6043/1751           
A     3927        744         3183        7110        1216        8186        1646        7148        3183        744         1                   3679/1061           
A     5169        753         4416        6273        7168        158         4242        9924        1104        753         1                   1907/736            
A     1602        495         1107        2709        2055        5254        6641        364         1107        495         1                   479/123             
A     2820        1253        1567        4387        4297        5380        5835        2793        1567        1253        1                   7207/1567           
A     2179        67          2112        2311        894         2132        5835        9287        132         67          1                   2245/1056           
A     1505        299         1206        2711        6369        4124        6389        8363        1206        299         1                   2108/603            
A     3310        134         3176        4898        9451        3506        6389        9310        1588        134         1                   1026/397            
A     4065        1687        2378        6443        4354        1771        7656        8381        2378        1687        1                   5254/1189           
A     5720        120         5600        6000        5452        3906        6555        6457        280         120         1                   293/140             
A     2117        657         1460        2847        993         5965        2128        5210        730         657         1                   17/5                
A     6739        1288        5451        8556        5280        7273        7000        559         1817        1288        1                   665/237             
A     7373        373         7000        9123        5024        2071        7000        1978        1750        373         1                   2062/875            
A     3795        208         3587        4006        7022        2564        3232        1198        211         208         1                   7801/3587           
A     3935        602         3333        7268        1651        7128        7237        9581        3333        602         1                   11203/3333          
A     4750        650         4100        8850        9500        6768        8360        3200        4100        650         1                   136/41              
A     1822        391         1431        2299        3102        6398        4997        9347        477         391         1                   4121/1431           
A     3608        247         3361        6969        1504        5790        4582        1531        3361        247         1                   10577/3361          
A     5681        1931        3750        9431        9223        8896        2821        2315        3750        1931        1                   7556/1875           
A     4614        29          4585        5269        2535        6344        5215        7836        655         29          1                   9883/4585           
A     6255        1105        5150        8830        623         1742        950         7713        2575        1105        1                   3017/1030           
A     5586        1726        3860        9446        6553        6747        2093        6650        3860        1726        1                   3758/965            
A     5579        1536        4043        9622        1585        8772        63          4887        4043        1536        1                   15201/4043          
A     4085        761         3324        5193        9558        7030        6143        583         1108        761         1                   4639/1662           
A     6527        452         6075        7742        3965        4034        4274        3454        1215        452         1                   14269/6075          
A     4540        1194        3346        6213        6697        6975        2179        7260        1673        1194        1                   10753/3346          
A     4801        717         4084        8885        6568        6601        5187        554         4084        717         1                   6843/2042           
A     2716        1340        1376        4092        249         7942        4193        886         1376        1340        1                   851/172             
A     5169        1359        3810        7074        2862        5080        4193        6175        1905        1359        1                   4081/1270           
A     3545        1085        2460        4775        7550        3664        9420        4548        1230        1085        1                   416/123             
A     7490        908         6582        9684        5724        2133        9180        6610        2194        908         1                   8587/3291           
A     3485        251         3234        3947        5167        3199        6050        110         462         251         1                   3716/1617           
A     4548        1096        3452        6274        2409        1761        8424        5979        1726        1096        1                   5411/1726           
A     5475        1162        4313        9788        8711        5801        99          6776        4313        1162        1                   15263/4313          
A     5677        509         5168        6969        5814        6075        3289        3859        1292        509         1                   6323/2584           
A     4702        681         4021        8723        2414        16          5170        9798        4021        681         1                   13425/4021          
A     7725        529         7196        8753        7646        8486        7946        4775        1028        529         1                   1177/514            
A     3934        1180        2754        5311        821         5166        1024        3777        1377        1180        1                   9245/2754           
A     8044        1236        6808        9746        4624        8318        7967        5389        1702        1236        1                   8895/3404           
A     7130        1854        5276        9768        4803        4391        5237        3717        2638        1854        1                   8449/2638           
A     3966        920         3046        5489        2840        6856        2594        8002        1523        920         1                   9455/3046           
A     9116        296         8820        9746        9675        6452        2848        2047        630         296         1                   9431/4410           
A     3131        296         2835        5966        3021        1193        3           9525        2835        296         1                   9097/2835           
A     4622        1467        3155        7777        2691        1077        4435        3634        3155        1467        1                   12399/3155          
A     6010        830         5180        7305        9036        5345        5789        2804        1295        830         1                   2663/1036           
A     2069        302         1767        2658        9617        9219        1737        170         589         302         1                   4727/1767           
A     5561        1037        4524        7823        2454        2103        8972        4659        2262        1037        1                   3346/1131           
A     1711        77          1634        3345        7802        5661        9775        6772        1634        77          1                   2528/817            
A     3808        478         3330        4918        3403        5827        7659        7996        1110        478         1                   4363/1665           
A     3465        357         3108        4501        3111        7226        7659        7843        1036        357         1                   569/222             
A     3185        127         3058        3324        6507        8157        8851        1616        139         127         1                   6509/3058           
A     5410        792         4618        7719        394         5762        1424        6731        2309        792         1                   13129/4618          
A     3951        159         3792        4899        9149        7122        2552        3643        948         159         1                   1475/632            
A     9651        19          9632        9707        2376        2198        2232        8503        56          19          1                   9679/4816           
A     3923        251         3672        5147        2572        7454        2232        5530        1224        251         1                   4535/1836           
A     5463        45          5418        5764        2046        6969        4144        3639        301         45          1                   11227/5418          
A     3821        266         3555        5006        9158        2310        6109        4053        1185        266         1                   8827/3555           
A     7520        1135        6385        8797        5138        1831        8898        9426        1277        1135        1                   16317/6385          
A     2754        216         2538        3036        1041        721         5861        7497        282         216         1                   965/423             
A     7740        122         7618        8326        589         3077        5649        7412        586         122         1                   8033/3809           
A     2349        159         2190        3444        4128        6462        1896        1427        1095        159         1                   1931/730            
A     2703        895         1808        4511        6777        8319        8008        6233        1808        895         1                   3607/904            
A     5940        788         5152        7228        458         5848        2840        8663        1288        788         1                   823/322             
A     1557        473         1084        2641        7303        7478        843         3498        1084        473         1                   2099/542            
A     1610        92          1518        1863        7807        3363        9254        4965        253         92          1                   151/66              
A     6639        1899        4740        9009        2175        3661        1549        702         2370        1899        1                   1304/395            
A     1084        49          1035        1291        5192        2970        6885        6621        207         49          1                   475/207             
A     5228        2134        3094        8322        1464        5847        7963        4345        3094        2134        1                   6775/1547           
A     8208        114         8094        8634        8186        829         4849        7152        426         114         1                   2807/1349           
A     8045        912         7133        9064        4768        4768        7494        8529        1019        912         1                   17109/7133          
A     6242        1037        5205        7977        3849        8260        9344        7616        1735        1037        1                   14219/5205          
A     3518        364         3154        6672        7342        2811        9344        6804        3154        364         1                   5095/1577           
A     2825        180         2645        3354        3671        5784        931         9796        529         180         1                   6179/2645           
A     8348        422         7926        9669        1223        2355        2764        5428        1321        422         1                   18017/7926          
A     6016        736         5280        8656        7335        4753        2494        1878        2640        736         1                   917/330             
A     3434        309         3125        4059        1131        5767        8109        6266        625         309         1                   7493/3125           
A     1449        141         1308        2757        1629        534         7248        6296        1308        141         1                   701/218             
A     2522        1170        1352        3874        6807        9909        6784        5267        1352        1170        1                   123/26              
A     3426        160         3266        6692        5918        8257        6784        5029        3266        160         1                   5059/1633           
A     5162        1826        3336        8498        2364        7989        6784        1156        3336        1826        1                   3415/834            
A     3995        27          3968        4119        8170        4091        2584        9551        124         27          1                   4057/1984           
A     4635        3           4632        5793        6901        554         3509        2994        1158        3           1                   869/386             
A     7908        96          7812        9861        1901        9925        4415        3235        1953        96          1                   5923/2604           
A     4067        842         3225        7292        4278        7336        9018        9655        3225        842         1                   11359/3225          
A     5066        653         4413        9479        8887        2363        5573        8296        4413        653         1                   14545/4413          
A     3130        151         2979        3461        2713        7764        5972        7017        331         151         1                   2197/993            
A     6417        331         6086        6775        4687        952         5972        251         358         331         1                   388/179             
A     7388        23          7365        8861        5951        8503        3308        8123        1473        23          1                   16249/7365          
A     4857        1375        3482        6598        7528        9478        3308        4797        1741        1375        1                   11455/3482          
A     6697        97          6600        6862        6484        619         5567        475         165         97          1                   13559/6600          
A     4273        59          4214        4359        648         9097        4247        6937        86          59          1                   4316/2107           
A     1576        274         1302        2878        9594        4428        3175        3954        1302        274         1                   2227/651            
A     6747        12          6735        8094        3018        1469        4325        4716        1347        12          1                   4947/2245           
A     8101        336         7765        9654        3655        8478        9791        9209        1553        336         1                   3551/1553           
A     3308        482         2826        4250        9428        7999        5632        6878        942         482         1                   3779/1413           
A     5597        350         5247        7346        3121        4815        434         7358        1749        350         1                   12943/5247          
A     9185        161         9024        9561        3453        8896        9946        2315        376         161         1                   9373/4512           
A     3244        1555        1689        4933        6584        2164        8462        7477        1689        1555        1                   8177/1689           
A     3366        1077        2289        5655        9273        236         825         616         2289        1077        1                   3007/763            
A     7053        303         6750        7428        1100        2870        5138        2637        375         303         1                   1609/750            
A     7299        589         6710        7909        1040        4349        7155        5492        610         589         1                   7604/3355           
A     5454        1103        4351        9805        1234        7043        7154        3789        4351        1103        1                   15259/4351          
A     822         226         596         1120        6482        7836        8431        1510        298         226         1                   971/298             
A     6766        391         6375        8891        9339        8826        1080        2999        2125        391         1                   307/125             
A     6248        1238        5010        8753        5849        1559        140         5126        2505        1238        1                   15001/5010          
A     5698        2679        3019        8717        843         1973        140         2557        3019        2679        1                   14415/3019          
A     5149        2343        2806        7955        8277        1971        910         9252        2806        2343        1                   6552/1403           
A     3056        939         2117        5173        1962        851         1993        351         2117        939         1                   8229/2117           
A     4147        79          4068        5164        3988        981         1993        1727        1017        79          1                   9311/4068           
A     4983        150         4833        6594        6703        8884        5672        5698        1611        150         1                   3859/1611           
A     6227        963         5264        8859        4660        4286        9793        8023        2632        963         1                   7543/2632           
A     2001        241         1760        3761        5798        1522        3298        2154        1760        241         1                   2881/880            
A     7471        816         6655        8802        2851        6579        3069        9782        1331        816         1                   16273/6655          
A     7274        62          7212        9678        9381        6991        2280        6191        2404        62          1                   4238/1803           
A     7485        457         7028        8489        3961        5543        5780        5468        1004        457         1                   1141/502            
A     5215        56          5159        5684        6228        4021        5498        7208        469         56          1                   1557/737            
A     2735        955         1780        4515        6327        2203        7968        4285        1780        955         1                   725/178             
A     5342        2165        3177        8519        222         8434        7968        8136        3177        2165        1                   13861/3177          
A     3273        546         2727        6000        9963        8467        9284        4847        2727        546         1                   3091/909            
A     7039        34          7005        9374        6242        7749        8826        5825        2335        34          1                   5471/2335           
A     4241        205         4036        8277        2357        105         3229        4381        4036        205         1                   6259/2018           
A     6124        332         5792        6848        5212        6442        5505        4865        724         332         1                   3243/1448           
A     7378        1171        6207        9447        6551        5929        6046        1158        2069        1171        1                   16825/6207          
A     6040        2272        3768        9808        1235        702         5468        6894        3768        2272        1                   1981/471            
A     4748        2063        2685        7433        2730        4497        5468        6357        2685        2063        1                   12181/2685          
A     3885        100         3785        7670        8253        1647        1859        8676        3785        100         1                   2311/757            
A     7983        143         7840        8263        713         403         5303        9436        280         143         1                   8123/3920           
A     6691        183         6508        8318        6377        453         5303        4356        1627        183         1                   15009/6508          
A     1635        9           1626        2177        6945        9930        5687        6936        542         9           1                   1906/813            
A     4066        495         3571        7637        7701        2429        8280        532         3571        495         1                   11703/3571          
A     988         28          960         1048        9067        2701        4859        5360        60          28          1                   509/240             
A     4902        207         4695        6467        718         2355        4859        5428        1565        207         1                   11369/4695          
A     7219        607         6612        9423        5326        5513        2569        3101        2204        607         1                   8321/3306           
A     4064        81          3983        8047        8602        6354        2569        4622        3983        81          1                   12111/3983          
A     4086        6           4080        4154        8843        4164        9276        8495        68          6           1                   103/51              
A     6047        1427        4620        7587        8888        695         586         4839        1540        1427        1                   6817/2310           
A     7234        313         6921        8003        3306        3985        7790        4049        769         313         1                   1693/769            
A     8978        387         8591        9759        4           9915        6219        7572        781         387         1                   18737/8591          
A     4070        1248        2822        6892        9549        9569        9759        3526        2822        1248        1                   5481/1411           
A     4075        767         3308        7383        2867        6806        9237        2107        3308        767         1                   5729/1654           
A     4920        1929        2991        7911        4496        6792        5967        8675        2991        1929        1                   4277/997            
A     7095        715         6380        8690        7120        2199        6896        1001        1595        715         1                   287/116             
A     4794        1023        3771        6051        2964        4007        898         1221        1257        1023        1                   1205/419            
A     4838        250         4588        5985        5316        18          1380        5921        1147        250         1                   10823/4588          
A     3980        280         3700        5830        4432        7607        7553        126         1850        280         1                   981/370             
A     1312        323         989         2301        3016        4168        4911        6593        989         323         1                   3613/989            
A     4827        379         4448        5383        3326        562         2928        6446        556         379         1                   5105/2224           
A     40          2           38          59          8028        9052        6271        7402        19          2           1                   99/38               
A     7399        227         7172        9192        6395        2252        5319        5282        1793        227         1                   16591/7172          
A     5263        1195        4068        9331        9706        117         8077        2554        4068        1195        1                   7297/2034           
A     7890        958         6932        9623        5779        4579        1984        3879        1733        958         1                   17513/6932          
A     5105        1364        3741        8846        7184        3195        5087        9218        3741        1364        1                   13951/3741          
A     7920        32          7888        8906        7519        4646        6705        912         986         32          1                   8413/3944           
A     7292        182         7110        9662        2846        5992        7007        1555        2370        182         1                   8477/3555           
A     8478        1023        7455        9543        5871        4458        4085        2455        1065        1023        1                   6007/2485           
A     4396        231         4165        4641        8379        6920        9433        3772        245         231         1                   1291/595            
A     7000        388         6612        8653        3468        5328        4351        7438        1653        388         1                   15653/6612          
A     4079        73          4006        6082        8912        665         572         6273        2003        73          1                   10161/4006          
A     7015        82          6933        9326        4371        237         5752        545         2311        82          1                   5447/2311           
A     3985        172         3813        7798        7552        199         4310        4028        3813        172         1                   11783/3813          
A     1493        217         1276        1812        9887        9446        671         8843        319         217         1                   3305/1276           
A     1391        119         1272        2663        5949        3812        671         7727        1272        119         1                   2027/636            
A     951         336         615         1566        6139        4077        3126        9467        615         336         1                   839/205             
A     4841        413         4428        9269        8743        82          4015        3607        4428        413         1                   7055/2214           
A     4825        121         4704        5049        8278        2564        9313        8769        224         121         1                   4937/2352           
