Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     5868        316         5552        7256        6850        5213        8945        1749        1388        316         1                   3281/1388           
A     3675        930         2745        6420        1889        8989        195         5261        2745        930         1                   673/183             
A     3781        505         3276        4327        5936        308         195         7430        546         505         1                   2027/819            
A     4238        628         3610        6043        2748        9835        7080        8647        1805        628         1                   10281/3610          
A     1688        282         1406        3094        1407        8432        8876        659         1406        282         1                   2391/703            
A     7574        578         6996        9323        2167        4176        4286        5538        1749        578         1                   16897/6996          
A     5822        12          5810        5988        359         1738        7516        7274        166         12          1                   1181/581            
A     2236        1007        1229        3465        4690        5133        8434        8775        1229        1007        1                   5701/1229           
A     5509        49          5460        6601        5375        5605        7973        3297        1092        49          1                   173/78              
A     5956        1674        4282        8097        9548        3192        1073        5372        2141        1674        1                   14053/4282          
A     3649        1173        2476        6125        7525        5332        2699        6134        2476        1173        1                   4887/1238           
A     3726        270         3456        4302        81          2268        570         6648        576         270         1                   223/96              
A     6757        259         6498        8923        1916        7199        9423        9088        2166        259         1                   7840/3249           
A     4576        611         3965        8541        6767        4741        9423        1037        3965        611         1                   1009/305            
A     5106        1769        3337        8443        7038        807         9423        7598        3337        1769        1                   13549/3337          
A     5931        27          5904        6177        4602        2100        9440        6244        246         27          1                   1009/492            
A     2360        668         1692        4052        156         4115        6761        4860        1692        668         1                   1603/423            
A     3538        760         2778        4927        3819        8619        6595        8430        1389        760         1                   8465/2778           
A     4785        1882        2903        7688        6534        6295        5788        5687        2903        1882        1                   12473/2903          
A     4139        489         3650        7789        5629        290         5788        9188        3650        489         1                   5964/1825           
A     6703        1123        5580        9493        5323        7250        6340        4818        2790        1123        1                   4049/1395           
A     5437        451         4986        7099        7819        3732        8319        4626        1662        451         1                   6268/2493           
A     5512        1386        4126        9638        2183        1712        9730        3603        4126        1386        1                   7575/2063           
A     2241        51          2190        3336        2377        4987        16          1107        1095        51          1                   1859/730            
A     7386        1218        6168        9442        2644        1715        7451        8           2056        1218        1                   4207/1542           
A     5798        2           5796        5861        5380        329         1584        9326        63          2           1                   11659/5796          
A     2946        247         2699        5645        1434        5891        4716        3955        2699        247         1                   8591/2699           
A     2523        93          2430        4953        2845        3421        1542        8359        2430        93          1                   1246/405            
A     2531        26          2505        3366        3939        7311        9841        625         835         26          1                   5897/2505           
A     5541        12          5529        5638        242         7931        8730        1318        97          12          1                   11179/5529          
A     4527        796         3731        8258        4512        289         4667        5505        3731        796         1                   12785/3731          
A     6938        617         6321        9045        4644        9911        4667        6956        2107        617         1                   15983/6321          
A     6093        1805        4288        8237        4628        874         7701        3121        2144        1805        1                   7165/2144           
A     5550        1272        4278        6976        7689        7470        7701        7420        1426        1272        1                   6263/2139           
A     4911        322         4589        9500        4133        2192        4568        943         4589        322         1                   14411/4589          
A     4323        547         3776        6211        8492        7145        7674        1966        1888        547         1                   5267/1888           
A     5878        10          5868        6041        3082        749         4227        6746        163         10          1                   3973/1956           
A     4579        534         4045        8624        6586        9820        9040        3502        4045        534         1                   13203/4045          
A     6958        418         6540        8593        3128        5512        7051        7144        1635        418         1                   15551/6540          
A     6524        94          6430        9739        8410        2055        2188        5710        3215        94          1                   16263/6430          
A     2441        308         2133        3152        2688        5044        7182        9448        711         308         1                   5593/2133           
A     5327        1394        3933        9260        6868        7182        2179        6760        3933        1394        1                   14587/3933          
A     9298        614         8684        9966        7074        6477        5626        9922        668         614         1                   4816/2171           
A     4909        261         4648        5573        5447        8420        7786        1065        664         261         1                   5241/2324           
A     7584        247         7337        8251        3912        4127        1577        4767        667         247         1                   15835/7337          
A     4256        396         3860        5221        2941        2086        5757        1149        965         396         1                   9477/3860           
A     3610        446         3164        5192        9331        2750        9113        4544        1582        446         1                   4401/1582           
A     3823        67          3756        7579        892         4735        3255        9062        3756        67          1                   5701/1878           
A     5681        131         5550        6606        2164        436         2245        585         925         131         1                   12287/5550          
A     9296        35          9261        9639        160         1493        8520        7164        343         35          1                   2705/1323           
A     4650        1298        3352        6326        3994        8077        9064        734         1676        1298        1                   1372/419            
A     4091        511         3580        4986        6198        3812        9066        7727        895         511         1                   9077/3580           
A     5260        492         4768        5856        1146        5954        8207        7567        596         492         1                   2779/1192           
A     1948        340         1608        2484        5856        9947        8207        2485        536         340         1                   554/201             
A     6320        155         6165        7553        853         9637        8166        7899        1233        155         1                   13873/6165          
A     6154        106         6048        6378        8462        3466        6668        5649        224         106         1                   3133/1512           
A     1777        39          1738        1935        7324        8801        2864        1120        158         39          1                   1856/869            
A     6706        707         5999        7563        8758        8922        6769        1945        857         707         1                   14269/5999          
A     3911        1603        2308        6219        868         7758        4889        5548        2308        1603        1                   5065/1154           
A     3537        1418        2119        5656        6122        1769        9704        10          2119        1418        1                   9193/2119           
A     5594        1703        3891        9485        1447        4532        1859        2350        3891        1703        1                   15079/3891          
A     7286        46          7240        8734        6857        933         1931        2269        1448        46          1                   801/362             
A     6314        930         5384        9006        1207        2204        2164        5905        2692        930         1                   1915/673            
A     9395        47          9348        9518        2196        8056        9301        8147        123         47          1                   18913/9348          
A     8459        134         8325        8684        3076        1273        8199        7822        225         134         1                   17143/8325          
A     4323        1320        3003        7326        6951        1141        581         26          3003        1320        1                   353/91              
A     3279        895         2384        4471        4108        2027        3823        9004        1192        895         1                   3875/1192           
A     5730        132         5598        7596        2519        2199        1048        8966        1866        132         1                   2221/933            
A     2885        683         2202        3986        2663        2977        6645        2463        1101        683         1                   6871/2202           
A     6014        686         5328        7790        1113        5389        6645        5705        1776        686         1                   3451/1332           
A     5380        1276        4104        9484        2239        623         1397        7310        4104        1276        1                   1858/513            
A     4739        771         3968        6723        6665        1311        1491        2979        1984        771         1                   5731/1984           
A     7708        148         7560        8788        3291        4597        3129        5721        1080        148         1                   2062/945            
A     4550        1250        3300        6200        5226        7321        9517        3807        1650        1250        1                   215/66              
A     5232        2511        2721        7953        5994        1443        6880        1482        2721        2511        1                   4395/907            
A     5665        1514        4151        9816        564         5319        1269        5481        4151        1514        1                   15481/4151          
A     5899        970         4929        7542        9504        5796        9096        9642        1643        970         1                   13441/4929          
A     2800        436         2364        3982        5737        8590        7201        490         1182        436         1                   3391/1182           
A     5177        515         4662        5843        7750        8773        2924        6051        666         515         1                   5510/2331           
A     8874        502         8372        9472        1491        4552        9961        9720        598         502         1                   9173/4186           
A     6288        32          6256        6424        8543        4867        5769        9743        136         32          1                   1589/782            
A     3088        774         2314        5402        6260        6360        3925        188         2314        774         1                   4245/1157           
A     6946        64          6882        7020        4947        9092        2233        3002        74          64          1                   6983/3441           
A     5328        588         4740        7698        9169        6660        9857        1573        2370        588         1                   2171/790            
A     6182        2424        3758        9940        4765        7846        5274        4368        3758        2424        1                   8061/1879           
A     4659        1385        3274        7933        5985        2068        9380        2365        3274        1385        1                   6296/1637           
A     7326        1302        6024        9334        589         7783        4831        5248        2008        1302        1                   4165/1506           
A     2052        499         1553        3605        520         7003        2540        6192        1553        499         1                   5657/1553           
A     6335        87          6248        7897        3218        6293        2251        1050        1562        87          1                   1779/781            
A     4732        380         4352        5820        4200        9826        5552        8211        1088        380         1                   1319/544            
A     4841        671         4170        5536        9902        4975        8267        9650        695         671         1                   3459/1390           
A     406         78          328         488         6869        5778        8267        6724        82          78          1                   447/164             
A     4479        494         3985        8464        3902        5918        7943        6059        3985        494         1                   12943/3985          
A     2269        593         1676        3107        17          6632        6208        8243        838         593         1                   1344/419            
A     4825        451         4374        5554        8167        4770        995         4723        729         451         1                   10379/4374          
A     1846        389         1457        3303        3683        1308        1518        1521        1457        389         1                   5149/1457           
A     7289        243         7046        7560        4369        896         628         6009        271         243         1                   14849/7046          
A     4569        1308        3261        7830        8102        6302        6000        7369        3261        1308        1                   4133/1087           
A     5762        454         5308        8416        9699        5324        8224        4238        2654        454         1                   7089/2654           
A     3869        623         3246        5492        5506        4045        1103        9415        1623        623         1                   9361/3246           
A     6385        49          6336        6451        8509        8944        1326        499         66          49          1                   3209/1584           
A     5545        988         4557        7064        8422        976         589         509         1519        988         1                   4203/1519           
A     8701        207         8494        8975        6637        8363        1851        9940        274         207         1                   8838/4247           
A     8810        106         8704        9898        2286        7521        6224        8380        1088        106         1                   4677/2176           
A     5140        120         5020        5642        2864        9614        470         4204        502         120         1                   5391/2510           
A     4087        1317        2770        5472        5161        1940        5502        6128        1385        1317        1                   9559/2770           
A     2250        105         2145        2445        2506        9614        5502        4204        195         105         1                   313/143             
A     6792        357         6435        7287        8716        3197        8791        4063        495         357         1                   361/165             
A     5813        2513        3300        9113        3600        1002        5315        9306        3300        2513        1                   7463/1650           
A     4363        1856        2507        6870        63          3906        723         3510        2507        1856        1                   11233/2507          
A     9102        306         8796        9835        9729        2597        2263        7118        733         306         1                   18937/8796          
A     2596        839         1757        4353        3988        8611        3853        9005        1757        839         1                   6949/1757           
A     2697        1131        1566        4263        9019        7660        2183        5897        1566        1131        1                   40/9                
A     6324        838         5486        9067        3226        9528        5574        6544        2743        838         1                   15391/5486          
A     844         28          816         1660        535         562         8353        6446        816         28          1                   313/102             
A     6612        28          6584        8258        8789        6491        8264        5195        1646        28          1                   7435/3292           
A     4850        1640        3210        8060        3143        3475        9750        806         3210        1640        1                   1291/321            
A     4895        515         4380        5625        7573        185         2726        770         730         515         1                   526/219             
A     8291        146         8145        8472        7097        4220        3692        3188        181         146         1                   16763/8145          
A     4845        155         4690        5515        6878        2373        781         8615        670         155         1                   148/67              
A     6423        11          6412        6437        2513        8042        9038        9733        14          11          1                   3215/1603           
A     3707        404         3303        7010        2483        7742        1781        2232        3303        404         1                   10717/3303          
A     3366        225         3141        3715        1002        889         3707        8505        349         225         1                   7081/3141           
A     7057        358         6699        7666        6937        4629        9418        3763        609         358         1                   14723/6699          
A     7353        81          7272        7959        7589        990         9418        4338        606         81          1                   638/303             
A     6364        181         6183        6593        7759        4976        9418        9511        229         181         1                   4319/2061           
A     8138        842         7296        9962        9376        624         3217        2562        1824        842         1                   4525/1824           
A     6639        687         5952        8623        1396        2655        7330        9789        1984        687         1                   7631/2976           
A     3926        730         3196        4725        6728        9027        1547        7185        799         730         1                   8651/3196           
A     7714        168         7546        8792        6880        1195        5958        1356        1078        168         1                   1179/539            
A     4579        404         4175        5414        2741        5740        2843        8709        835         404         1                   9993/4175           
A     3951        166         3785        4708        3187        358         6362        9082        757         166         1                   8659/3785           
A     979         119         860         1151        8542        7714        2716        8617        172         119         1                   213/86              
A     9550        34          9516        9733        5846        8112        2716        5466        183         34          1                   19283/9516          
A     5921        292         5629        6354        5078        9085        8357        9390        433         292         1                   12275/5629          
A     5154        291         4863        6775        3760        4813        7585        1238        1621        291         1                   11929/4863          
A     2410        235         2175        3135        3287        5647        2671        2156        725         235         1                   1109/435            
A     4562        297         4265        8827        936         9838        3080        5463        4265        297         1                   13389/4265          
A     3064        1058        2006        5070        3198        8510        7559        9718        2006        1058        1                   4067/1003           
A     5237        5           5232        5564        9144        7853        3521        7339        327         5           1                   10801/5232          
A     2229        533         1696        3077        2682        5111        5456        2858        848         533         1                   2653/848            
A     2114        104         2010        2516        2353        7291        7908        6608        402         104         1                   463/201             
A     5451        1672        3779        9230        2324        9808        3497        807         3779        1672        1                   14681/3779          
A     6585        243         6342        7491        7042        161         8578        2484        906         243         1                   2346/1057           
A     4598        1111        3487        8085        5273        9840        9393        7251        3487        1111        1                   1153/317            
A     3014        1374        1640        4654        7331        1246        1176        1096        1640        1374        1                   1917/410            
A     3572        1105        2467        6039        5082        972         9397        163         2467        1105        1                   9611/2467           
A     6197        428         5769        8120        8510        9722        2236        1190        1923        428         1                   14317/5769          
A     2132        744         1388        3520        6750        5080        2611        3792        1388        744         1                   1413/347            
A     6688        1003        5685        7825        7153        9819        2611        7505        1137        1003        1                   14513/5685          
A     3688        1396        2292        5980        9461        8143        6449        3661        2292        1396        1                   2417/573            
A     8409        449         7960        9205        1116        1982        3897        6654        796         449         1                   8807/3980           
A     4936        712         4224        7048        5952        8374        3502        9659        2112        712         1                   749/264             
A     1110        353         757         1867        8316        1164        6085        8041        757         353         1                   2977/757            
A     4584        289         4295        8879        8290        5944        5738        9634        4295        289         1                   13463/4295          
A     6847        567         6280        8103        8881        791         6792        1679        1256        567         1                   1495/628            
A     1682        142         1540        1990        1693        7890        6792        6423        308         142         1                   918/385             
A     2517        182         2335        2984        7553        5102        8682        7085        467         182         1                   5501/2335           
A     6619        227         6392        6995        3143        9576        5159        9799        376         227         1                   6807/3196           
A     2161        7           2154        4315        5101        4278        2302        2460        2154        7           1                   3238/1077           
A     2808        517         2291        5099        8125        771         9885        4875        2291        517         1                   7907/2291           
A     2355        805         1550        3905        6795        7562        379         5464        1550        805         1                   626/155             
A     4077        161         3916        4433        1600        9           25          106         356         161         1                   4255/1958           
A     5097        429         4668        6264        6395        6349        9949        7743        1167        429         1                   3787/1556           
A     1113        147         966         1274        6183        4862        9949        561         161         147         1                   341/138             
A     7948        98          7850        8733        2721        212         6452        8674        785         98          1                   16681/7850          
A     4644        46          4598        5062        3121        1394        6452        2277        418         46          1                   4853/2299           
