Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     2303        431         1872        2771        9204        2204        1084        4062        468         431         1                   2537/936            
A     6529        621         5908        8006        1495        9319        8849        7514        1477        621         1                   14535/5908          
A     5255        437         4818        5693        7515        7164        8445        7784        438         437         1                   5474/2409           
A     8132        32          8100        8942        365         1226        617         2840        810         32          1                   8537/4050           
A     4769        1785        2984        7753        253         7043        4746        3789        2984        1785        1                   6261/1492           
A     5554        1554        4000        9554        3150        8350        6608        1861        4000        1554        1                   3777/1000           
A     1531        172         1359        1984        828         9199        3328        1541        453         172         1                   3515/1359           
A     3380        156         3224        4186        5539        8584        7309        7563        806         156         1                   291/124             
A     2603        328         2275        4878        7288        5523        8895        5361        2275        328         1                   7481/2275           
A     5819        961         4858        8248        9486        3319        8506        2899        2429        961         1                   14067/4858          
A     3396        1668        1728        5124        8938        4470        8506        4793        1728        1668        1                   355/72              
A     6067        1801        4266        8200        2363        6710        363         4476        2133        1801        1                   14267/4266          
A     4427        71          4356        5879        9752        9337        2628        8715        1452        71          1                   5153/2178           
A     3025        1224        1801        4826        5555        8868        3154        4554        1801        1224        1                   7851/1801           
A     3594        225         3369        4717        3512        8030        5791        8199        1123        225         1                   8311/3369           
A     3874        60          3814        5781        8728        116         5791        2727        1907        60          1                   9655/3814           
A     5712        56          5656        6419        8185        6367        5183        7327        707         56          1                   1733/808            
A     6489        393         6096        6997        2198        307         1117        8829        508         393         1                   6743/3048           
A     3778        192         3586        4104        6707        4010        5642        7998        326         192         1                   3941/1793           
A     6035        1019        5016        8543        9711        5612        1439        7043        2508        1019        1                   7289/2508           
A     3736        56          3680        4656        9766        5481        2306        8132        920         56          1                   1049/460            
A     2896        576         2320        4056        6011        6086        9046        1572        1160        576         1                   869/290             
A     4414        338         4076        8490        2103        6516        866         1640        4076        338         1                   3226/1019           
A     5928        131         5797        6269        6372        5521        3734        7688        341         131         1                   12197/5797          
A     3444        1039        2405        5849        4860        2858        9051        6569        2405        1039        1                   9293/2405           
A     5123        155         4968        5744        6235        4122        5635        1135        621         155         1                   10867/4968          
A     2833        220         2613        5446        2509        2338        440         735         2613        220         1                   8279/2613           
A     5794        17          5777        5847        687         2707        1867        8110        53          17          1                   11641/5777          
A     7214        194         7020        8969        7757        1155        1013        3211        1755        194         1                   16183/7020          
A     4137        105         4032        4361        5149        4242        3743        1446        224         105         1                   607/288             
A     6764        908         5856        9692        2595        480         9464        9107        2928        908         1                   2057/732            
A     6401        2029        4372        8587        1124        318         6242        6076        2186        2029        1                   3747/1093           
A     1497        177         1320        1937        3750        1566        9269        6961        440         177         1                   1717/660            
A     1805        144         1661        1956        619         8521        9269        4235        151         144         1                   3761/1661           
A     4656        531         4125        8781        5618        5716        4162        6080        4125        531         1                   4479/1375           
A     6693        501         6192        8241        5478        4461        3038        4012        1548        501         1                   2489/1032           
A     5405        1653        3752        7281        7372        2198        6896        8503        1876        1653        1                   6343/1876           
A     6467        1267        5200        9067        9803        8757        9937        4915        2600        1267        1                   7767/2600           
A     2342        163         2179        4521        6900        343         5301        2616        2179        163         1                   6863/2179           
A     4251        2060        2191        6442        9420        5983        143         2201        2191        2060        1                   10693/2191          
A     5769        680         5089        6496        5350        4029        3171        1416        727         680         1                   12265/5089          
A     4166        70          4096        6214        1515        9629        9730        4375        2048        70          1                   2595/1024           
A     2299        21          2278        2333        7482        6252        4477        2218        34          21          1                   2316/1139           
A     5366        254         5112        5934        7947        8395        722         5536        568         254         1                   2825/1278           
A     5422        652         4770        7012        5814        5559        2145        2143        1590        652         1                   6217/2385           
A     3683        479         3204        5285        2900        2906        7596        9840        1602        479         1                   2242/801            
A     973         146         827         1800        2864        3258        3505        2457        827         146         1                   2773/827            
A     6344        456         5888        9288        6818        2507        3643        1076        2944        456         1                   977/368             
A     4905        177         4728        6087        8755        4115        8572        4860        1182        177         1                   458/197             
A     4958        422         4536        5462        9882        53          2366        9493        504         422         1                   2605/1134           
A     8166        331         7835        9733        6614        1091        2401        3781        1567        331         1                   17899/7835          
A     8878        103         8775        9103        8241        8443        1716        2535        225         103         1                   17981/8775          
A     6547        201         6346        6881        375         8178        1940        5901        334         201         1                   6714/3173           
A     9804        6           9798        9850        2827        2274        6812        8317        46          6           1                   9827/4899           
A     3429        199         3230        6659        8582        9149        7675        6491        3230        199         1                   5044/1615           
A     5107        1328        3779        8886        2388        3685        50          3974        3779        1328        1                   13993/3779          
A     5108        923         4185        9293        603         7470        50          2547        4185        923         1                   14401/4185          
A     911         77          834         1189        6604        1523        2800        5145        278         77          1                   350/139             
A     4528        1687        2841        7369        2           8668        1529        5827        2841        1687        1                   11897/2841          
A     4433        231         4202        6534        9946        8232        3470        9956        2101        231         1                   997/382             
A     4908        1496        3412        6614        1763        8156        3470        9476        1706        1496        1                   5761/1706           
A     7592        1132        6460        9207        9554        6011        4209        8830        1615        1132        1                   16799/6460          
A     4079        79          4000        4159        2772        2371        2277        2801        80          79          1                   4119/2000           
A     4534        1235        3299        7833        8900        2           6722        5370        3299        1235        1                   12367/3299          
A     2321        3           2318        4639        4734        1060        6911        6891        2318        3           1                   3480/1159           
A     7111        91          7020        8515        6718        3967        2562        4577        1404        91          1                   601/270             
A     5924        83          5841        6023        223         7357        4922        5185        99          83          1                   11947/5841          
A     3125        25          3100        3225        6585        8855        1381        7795        100         25          1                   127/62              
A     5764        172         5592        7162        6270        1311        5658        2979        1398        172         1                   6463/2796           
A     7337        203         7134        9715        9163        5802        777         3632        2378        203         1                   98/41               
A     5422        1300        4122        9544        1573        1286        5717        5355        4122        1300        1                   7483/2061           
A     599         104         495         764         5426        1646        2910        7895        165         104         1                   1363/495            
A     5160        1169        3991        9151        1396        1256        1619        2207        3991        1169        1                   14311/3991          
A     8888        56          8832        9072        2666        6344        6769        2131        184         56          1                   2245/1104           
A     6964        704         6260        8529        8289        5513        6769        6866        1565        704         1                   15493/6260          
A     6837        567         6270        7464        7678        2335        6437        1920        627         567         1                   4767/2090           
A     4850        110         4740        5324        1005        7126        2305        9620        474         110         1                   5087/2370           
A     6825        610         6215        8068        3276        8789        7561        919         1243        610         1                   14893/6215          
A     3229        1603        1626        4855        9183        9465        8336        9520        1626        1603        1                   4042/813            
A     4002        48          3954        5320        5020        7109        4994        2732        1318        48          1                   4661/1977           
A     4017        727         3290        5662        7146        4849        8103        1413        1645        727         1                   9679/3290           
A     7500        1455        6045        9515        5269        6806        9680        7860        2015        1455        1                   3403/1209           
A     3737        854         2883        6620        8255        4118        3675        3970        2883        854         1                   10357/2883          
A     3774        861         2913        4745        1100        7842        2285        1967        971         861         1                   8519/2913           
A     3342        584         2758        6100        2025        2464        3268        8850        2758        584         1                   4721/1379           
A     7377        1080        6297        9476        6692        1604        5596        1567        2099        1080        1                   16853/6297          
A     7989        333         7656        8946        2004        7614        3452        5297        957         333         1                   5645/2552           
A     6686        806         5880        7526        957         4455        2156        4323        840         806         1                   3553/1470           
A     4761        311         4450        5206        670         9707        185         5460        445         311         1                   9967/4450           
A     5316        24          5292        7080        9716        3903        6310        2581        1764        24          1                   1033/441            
A     5407        1119        4288        7551        1936        3376        6310        4773        2144        1119        1                   6479/2144           
A     6689        889         5800        7849        783         2785        7987        4991        1160        889         1                   7269/2900           
A     2139        540         1599        3738        3598        9619        2471        7197        1599        540         1                   1959/533            
A     3139        164         2975        3564        6322        442         9025        1441        425         164         1                   6703/2975           
A     8628        4           8624        9706        693         8025        4907        8011        1078        4           1                   9167/4312           
A     2898        342         2556        5454        3775        2346        1660        5476        2556        342         1                   232/71              
A     4691        915         3776        6579        6883        6426        6955        3907        1888        915         1                   5635/1888           
A     5466        2291        3175        8641        9725        6101        4276        9175        3175        2291        1                   14107/3175          
A     4165        282         3883        4518        8890        4077        4276        9467        353         282         1                   8683/3883           
A     5259        1379        3880        7199        1913        3208        5518        4768        1940        1379        1                   6229/1940           
A     4576        271         4305        4863        5112        1434        2416        5005        287         271         1                   9439/4305           
A     4295        1047        3248        7543        5664        802         2416        2096        3248        1047        1                   5919/1624           
A     8689        394         8295        9242        3105        3290        6508        1374        553         394         1                   5977/2765           
A     7213        763         6450        8503        29          7167        4679        370         1290        763         1                   7858/3225           
A     4784        854         3930        6749        6577        5252        5382        9267        1965        854         1                   11533/3930          
A     4815        380         4435        5702        8488        3305        1528        5209        887         380         1                   10517/4435          
A     3676        628         3048        6724        4527        7496        782         5064        3048        628         1                   1300/381            
A     7798        778         7020        9202        1011        295         5227        612         1404        778         1                   850/351             
A     6666        806         5860        7838        6435        26          7562        3403        1172        806         1                   3626/1465           
A     2477        2           2475        2972        800         3542        6594        2417        495         2           1                   5449/2475           
A     5737        28          5709        7640        3818        8977        6594        3023        1903        28          1                   4459/1903           
A     6941        1520        5421        8748        7310        4727        505         6354        1807        1520        1                   15689/5421          
A     695         25          670         1365        1502        4427        2333        5740        670         25          1                   206/67              
A     7162        1006        6156        8701        4640        6010        4771        1680        1539        1006        1                   15863/6156          
A     3741        29          3712        4669        554         4848        9554        8078        928         29          1                   145/64              
A     5883        987         4896        7107        9872        2653        4883        3242        1224        987         1                   2165/816            
A     6396        1536        4860        8016        3253        8318        4590        4578        1620        1536        1                   1201/405            
A     6665        273         6392        7464        7351        3289        1820        8561        799         273         1                   14129/6392          
A     1209        382         827         2036        9874        1157        1854        8784        827         382         1                   3245/827            
A     715         118         597         914         3236        9764        3774        3616        199         118         1                   543/199             
A     1409        29          1380        1478        2558        4310        1651        1204        69          29          1                   2887/1380           
A     3508        328         3180        6688        1728        9048        332         6691        3180        328         1                   2549/795            
A     4821        436         4385        5698        9101        6945        7772        8102        877         436         1                   10519/4385          
A     5311        2322        2989        8300        745         9443        3590        6679        2989        2322        1                   13611/2989          
A     5147        463         4684        9831        5774        107         7950        8650        4684        463         1                   7489/2342           
A     3591        437         3154        5168        5288        197         7950        8921        1577        437         1                   461/166             
A     4296        68          4228        6410        9065        9319        8358        2453        2114        68          1                   5353/2114           
A     5887        400         5487        7716        7734        2081        2288        9150        1829        400         1                   13603/5487          
A     4854        648         4206        5555        4179        7123        2905        9960        701         648         1                   10409/4206          
A     8027        341         7686        9308        8456        7540        3837        666         1281        341         1                   17335/7686          
A     8989        30          8959        9020        445         2708        3837        672         31          30          1                   18009/8959          
A     3510        1068        2442        5952        1243        5730        2182        3962        2442        1068        1                   1577/407            
A     6809        689         6120        7829        6968        2480        2955        5746        1020        689         1                   7319/3060           
A     3761        1195        2566        5044        3941        7376        3815        9201        1283        1195        1                   8805/2566           
A     8704        100         8604        8943        5372        5603        4034        4631        239         100         1                   17647/8604          
A     4719        2352        2367        7086        2132        7343        5287        319         2367        2352        1                   3935/789            
A     6359        1789        4570        8644        3299        9027        5287        7185        2285        1789        1                   15003/4570          
A     1419        301         1118        1978        8087        2830        6503        864         559         301         1                   79/26               
A     3588        412         3176        4382        2403        5257        6503        9092        794         412         1                   3985/1588           
A     4676        956         3720        5916        14          6118        3239        2916        1240        956         1                   1324/465            
A     5005        44          4961        5126        3611        9041        7824        2302        121         44          1                   921/451             
A     2712        1008        1704        4416        4202        9617        6642        6637        1704        1008        1                   297/71              
A     5910        2816        3094        9004        141         2750        1811        4544        3094        2816        1                   7457/1547           
A     3370        1183        2187        5557        8124        2701        4286        4607        2187        1183        1                   8927/2187           
A     6425        1239        5186        9018        6096        2660        9161        7912        2593        1239        1                   15443/5186          
A     6472        1052        5420        9182        634         9164        9161        1165        2710        1052        1                   7827/2710           
A     3049        561         2488        3671        4747        1017        6154        693         622         561         1                   840/311             
A     5358        1201        4157        9515        708         7545        5942        2775        4157        1201        1                   14873/4157          
A     4788        368         4420        5893        9739        9198        970         2971        1105        368         1                   10681/4420          
A     6186        18          6168        6957        6766        4192        2601        8379        771         18          1                   4381/2056           
A     8615        852         7763        9724        3222        8380        2811        4826        1109        852         1                   18339/7763          
A     6900        168         6732        7461        7477        8535        2811        96          561         168         1                   4787/2244           
A     7129        164         6965        7328        6002        3628        3778        9243        199         164         1                   14457/6965          
A     2650        10          2640        2683        5528        1030        3778        119         33          10          1                   5333/2640           
A     2067        757         1310        3377        6521        6689        4557        8940        1310        757         1                   2722/655            
A     4308        999         3309        5411        2357        2937        4192        3506        1103        999         1                   9719/3309           
A     2922        966         1956        3900        3140        4953        4192        6609        978         966         1                   1137/326            
A     2313        433         1880        3253        1732        1711        3051        2492        940         433         1                   2783/940            
A     3377        457         2920        6297        8314        4229        3051        1073        2920        457         1                   4837/1460           
A     3855        405         3450        7305        8203        4759        6719        1983        3450        405         1                   372/115             
A     4600        1059        3541        8141        1685        8357        53          3390        3541        1059        1                   12741/3541          
A     6569        1959        4610        8874        8577        6318        53          1698        2305        1959        1                   15443/4610          
A     9099        121         8978        9233        4325        6169        6430        1468        134         121         1                   9166/4489           
A     7408        993         6415        8691        8994        2890        6195        3953        1283        993         1                   16099/6415          
A     8006        1182        6824        9712        354         1942        7281        848         1706        1182        1                   8859/3412           
A     4960        1812        3148        8108        5175        8526        1464        2820        3148        1812        1                   3267/787            
A     5424        1350        4074        6782        7961        5790        5614        8436        1358        1350        1                   6103/2037           
A     3685        319         3366        4246        4133        9587        5614        3070        561         319         1                   721/306             
A     3142        222         2920        3434        1487        8488        3003        1582        292         222         1                   822/365             
A     6642        918         5724        8550        4368        3411        8361        4395        1908        918         1                   422/159             
A     6256        152         6104        9308        4163        7101        4599        1992        3052        152         1                   3891/1526           
A     6673        1521        5152        9249        5328        5900        8821        5270        2576        1521        1                   7961/2576           
A     7217        1313        5904        9185        7183        5664        8997        3261        1968        1313        1                   8201/2952           
A     4944        606         4338        9282        2650        1523        2932        4822        4338        606         1                   2371/723            
A     7146        543         6603        9347        3139        2178        3587        5198        2201        543         1                   16493/6603          
A     7679        503         7176        8576        3365        201         3587        1647        897         503         1                   16255/7176          
A     6839        959         5880        9779        5807        6124        2545        5024        2940        959         1                   1187/420            
A     6506        322         6184        8052        1353        5111        6058        7109        1546        322         1                   7279/3092           
A     678         178         500         928         5476        1034        3331        8318        250         178         1                   803/250             
A     6689        477         6212        9795        330         3201        3331        7522        3106        477         1                   4121/1553           
A     9654        8           9646        9707        9092        5354        8256        1982        53          8           1                   19361/9646          
A     1165        313         852         2017        3319        2385        5084        6883        852         313         1                   1591/426            
A     3124        379         2745        4039        3820        896         8302        6009        915         379         1                   7163/2745           
A     5298        1153        4145        9443        9791        5213        5531        1749        4145        1153        1                   14741/4145          
A     4625        73          4552        5194        341         4458        2165        7512        569         73          1                   9819/4552           
A     7258        568         6690        8373        1791        6449        2165        3267        1115        568         1                   15631/6690          
A     4785        1707        3078        7863        4081        3956        1250        2494        3078        1707        1                   2108/513            
A     5143        429         4714        9857        5489        1518        7010        60          4714        429         1                   7500/2357           
A     7260        1167        6093        9291        6746        6944        7751        8831        2031        1167        1                   1839/677            
A     4708        16          4692        4725        9496        9830        1281        529         17          16          1                   9433/4692           
A     3443        409         3034        4960        5594        653         1281        5176        1517        409         1                   8403/3034           
A     5125        321         4804        9929        1584        4392        1790        1718        4804        321         1                   7527/2402           
A     5004        36          4968        5832        290         6344        9414        2131        828         36          1                   301/138             
A     6247        967         5280        7567        6898        3138        9963        6784        1320        967         1                   6907/2640           
A     2140        58          2082        2834        6098        3070        7510        4874        694         58          1                   829/347             
A     2363        95          2268        4631        5831        5380        8054        7174        2268        95          1                   3497/1134           
A     4603        591         4012        5606        2766        4427        7868        4227        1003        591         1                   10209/4012          
A     6617        557         6060        9647        2103        6763        6639        9190        3030        557         1                   4066/1515           
A     5350        2049        3301        8651        7714        6747        1461        3317        3301        2049        1                   14001/3301          
A     6112        60          6052        6201        9686        4589        3838        922         89          60          1                   12313/6052          
A     6908        1391        5517        8747        5957        6239        5898        5525        1839        1391        1                   15655/5517          
A     6157        791         5366        8840        4001        3009        5898        7917        2683        791         1                   14997/5366          
A     5075        1041        4034        7092        4909        5390        7288        7478        2017        1041        1                   12167/4034          
A     4293        207         4086        4747        7481        3859        7915        36          454         207         1                   4520/2043           
A     7920        930         6990        9318        3370        8420        9865        1065        1398        930         1                   2873/1165           
A     2639        171         2468        3256        5261        4663        3614        701         617         171         1                   5895/2468           
A     7103        92          7011        7226        3656        9909        6045        4700        123         92          1                   14329/7011          
A     6728        161         6567        8917        2223        7653        286         2614        2189        161         1                   5215/2189           
A     8190        410         7780        8968        4436        4289        1263        8965        778         410         1                   8579/3890           
A     5133        1978        3155        8288        3033        2865        5793        7411        3155        1978        1                   13421/3155          
A     1604        566         1038        2642        4557        987         7660        1728        1038        566         1                   2123/519            
A     5135        1565        3570        8705        7348        1831        7660        9426        3570        1565        1                   1384/357            
A     8647        551         8096        9659        7956        5001        2196        535         1012        551         1                   9153/4048           
A     8328        3           8325        8373        8614        1143        7310        9746        45          3           1                   5567/2775           
A     6248        3030        3218        9466        8200        8512        827         7427        3218        3030        1                   7857/1609           
A     2933        23          2910        3515        1367        8628        6039        6686        582         23          1                   3224/1455           
A     4148        784         3364        4989        3133        1395        921         417         841         784         1                   9137/3364           
A     3500        254         3246        4582        2797        8529        921         2213        1082        254         1                   1347/541            
A     5899        153         5746        8772        1500        564         8983        937         2873        153         1                   863/338             
A     5907        150         5757        7826        2344        6305        9208        4856        1919        150         1                   13733/5757          
A     6007        231         5776        6368        8558        1962        9824        8545        361         231         1                   12375/5776          
A     5199        1995        3204        8403        8621        3985        2375        4049        3204        1995        1                   2267/534            
A     8672        328         8344        9715        1660        216         5170        8262        1043        328         1                   18387/8344          
A     4758        1582        3176        6346        1982        6088        630         3883        1588        1582        1                   1388/397            
A     6550        622         5928        7291        3312        902         4597        3798        741         622         1                   13841/5928          
A     4363        760         3603        5564        3283        1210        4597        1670        1201        760         1                   3309/1201           
A     3520        641         2879        6399        5886        8185        2915        9410        2879        641         1                   9919/2879           
A     6259        508         5751        8176        9417        5023        955         434         1917        508         1                   14435/5751          
A     2288        3           2285        2293        9077        2226        3776        7940        5           3           1                   4581/2285           
A     6199        37          6162        9280        4810        1038        8319        9737        3081        37          1                   15479/6162          
A     6046        94          5952        6232        8217        4530        8812        4169        186         94          1                   6139/2976           
A     4274        997         3277        7551        6998        783         1894        4582        3277        997         1                   11825/3277          
A     4074        648         3426        7500        5537        6118        6775        7051        3426        648         1                   1929/571            
A     6216        518         5698        9065        4973        2459        6775        3273        2849        518         1                   59/22               
A     3678        81          3597        4877        9834        5359        4969        5470        1199        81          1                   8555/3597           
